PRIMARY	RUNOFF	GENERAL																																																																																																																																																			
		159969																																																																																																																																																			
280		6951																																																																																																																																																			
137																																																																																																																																																					
417																																																																																																																																																					
		94141																																																																																																																																																			
417		254110																																																																																																																																																			
		119726																																																																																																																																																			
		46867																																																																																																																																																			
1461		43002																																																																																																																																																			
481																																																																																																																																																					
8																																																																																																																																																					
1950																																																																																																																																																					
		1248																																																																																																																																																			
1950		167841																																																																																																																																																			
		129688																																																																																																																																																			
		104275																																																																																																																																																			
15738		100382																																																																																																																																																			
4716																																																																																																																																																					
2280																																																																																																																																																					
2102																																																																																																																																																					
6																																																																																																																																																					
24842																																																																																																																																																					
		24548																																																																																																																																																			
24842		128823																																																																																																																																																			
		162082																																																																																																																																																			
		39240																																																																																																																																																			
		113025																																																																																																																																																			
		45451																																																																																																																																																			
		136113																																																																																																																																																			
7		5848																																																																																																																																																			
2																																																																																																																																																					
9																																																																																																																																																					
9		148766																																																																																																																																																			
		144999																																																																																																																																																			
14718		134175																																																																																																																																																			
9371																																																																																																																																																					
7119																																																																																																																																																					
1179																																																																																																																																																					
3																																																																																																																																																					
32390																																																																																																																																																					
32390		154198																																																																																																																																																			
		107796																																																																																																																																																			
		17166																																																																																																																																																			
		112934																																																																																																																																																			
		78500																																																																																																																																																			
		186688																																																																																																																																																			
		43623																																																																																																																																																			
		161351																																																																																																																																																			
19087		153099																																																																																																																																																			
3254																																																																																																																																																					
2779																																																																																																																																																					
8																																																																																																																																																					
25128																																																																																																																																																					
25128		177051																																																																																																																																																			
		111638																																																																																																																																																			
		5610																																																																																																																																																			
		140530																																																																																																																																																			
18854		135344																																																																																																																																																			
6416																																																																																																																																																					
3543																																																																																																																																																					
3225																																																																																																																																																					
32038																																																																																																																																																					
32038		184536																																																																																																																																																			
		170715																																																																																																																																																			
2439		73975																																																																																																																																																			
2260																																																																																																																																																					
784																																																																																																																																																					
5483																																																																																																																																																					
5483		244690																																																																																																																																																			
		175401																																																																																																																																																			
5440		87429																																																																																																																																																			
3722																																																																																																																																																					
211																																																																																																																																																					
9373																																																																																																																																																					
9373		262830																																																																																																																																																			
		188753																																																																																																																																																			
4350		96630																																																																																																																																																			
2427																																																																																																																																																					
56																																																																																																																																																					
6833																																																																																																																																																					
		1353																																																																																																																																																			
6833		286736																																																																																																																																																			
		194033																																																																																																																																																			
		167489																																																																																																																																																			
6793		81881																																																																																																																																																			
4663																																																																																																																																																					
1883																																																																																																																																																					
13339																																																																																																																																																					
13339		249370																																																																																																																																																			
		160079																																																																																																																																																			
		143000																																																																																																																																																			
22908		128493																																																																																																																																																			
15394																																																																																																																																																					
588																																																																																																																																																					
38890																																																																																																																																																					
38890		251368																																																																																																																																																			
		189063																																																																																																																																																			
		20106																																																																																																																																																			
		157466																																																																																																																																																			
		125613																																																																																																																																																			
		143332																																																																																																																																																			
18790		127267																																																																																																																																																			
11150																																																																																																																																																					
5042																																																																																																																																																					
3961																																																																																																																																																					
1401																																																																																																																																																					
1962																																																																																																																																																					
42306																																																																																																																																																					
		139558																																																																																																																																																			
42306		282890																																																																																																																																																			
		159655																																																																																																																																																			
19966		150431																																																																																																																																																			
3202																																																																																																																																																					
2149																																																																																																																																																					
25317																																																																																																																																																					
		54543																																																																																																																																																			
25317		219876																																																																																																																																																			
25552		136883																																																																																																																																																			
13303																																																																																																																																																					
1074																																																																																																																																																					
39929																																																																																																																																																					
		110241																																																																																																																																																			
9082		104555																																																																																																																																																			
2204																																																																																																																																																					
112																																																																																																																																																					
11398																																																																																																																																																					
564		17272																																																																																																																																																			
151																																																																																																																																																					
72																																																																																																																																																					
787																																																																																																																																																					
52114		270215																																																																																																																																																			
320125		6222418																																																																																																																																																			
		4769824																																																																																																																																																			
		36942																																																																																																																																																			
		19073																																																																																																																																																			
		14811																																																																																																																																																			
		16196																																																																																																																																																			
43257		137667																																																																																																																																																			
7577																																																																																																																																																					
4301																																																																																																																																																					
3296																																																																																																																																																					
2111																																																																																																																																																					
60542																																																																																																																																																					
7526		77508																																																																																																																																																			
1795																																																																																																																																																					
9321																																																																																																																																																					
69863		215175																																																																																																																																																			
12890		87811																																																																																																																																																			
3277																																																																																																																																																					
16167																																																																																																																																																					
16167		232890																																																																																																																																																			
11531		121717																																																																																																																																																			
7954																																																																																																																																																					
3116																																																																																																																																																					
2787																																																																																																																																																					
25388																																																																																																																																																					
		76																																																																																																																																																			
25388		339234																																																																																																																																																			
13119	23092	167546																																																																																																																																																			
13824	19201																																																																																																																																																				
12608																																																																																																																																																					
8517																																																																																																																																																					
7660																																																																																																																																																					
1457																																																																																																																																																					
969																																																																																																																																																					
473																																																																																																																																																					
58627	42293																																																																																																																																																				
17481		117271																																																																																																																																																			
3784																																																																																																																																																					
2574																																																																																																																																																					
23839																																																																																																																																																					
82466	42293	284817																																																																																																																																																			
11871		76153																																																																																																																																																			
5993																																																																																																																																																					
17864																																																																																																																																																					
17864		283623																																																																																																																																																			
19838		100101																																																																																																																																																			
7515																																																																																																																																																					
27353																																																																																																																																																					
27353		225171																																																																																																																																																			
10760	15015	157884																																																																																																																																																			
14280	14930																																																																																																																																																				
8000																																																																																																																																																					
7812																																																																																																																																																					
40852	29945																																																																																																																																																				
8538		88233																																																																																																																																																			
8340																																																																																																																																																					
16878																																																																																																																																																					
57730	29945	246117																																																																																																																																																			
26385		131188																																																																																																																																																			
5972																																																																																																																																																					
32357																																																																																																																																																					
32357		290897																																																																																																																																																			
24374		154908																																																																																																																																																			
4241																																																																																																																																																					
28615																																																																																																																																																					
28615		231806																																																																																																																																																			
13644		112788																																																																																																																																																			
10958																																																																																																																																																					
24602																																																																																																																																																					
24602		273684																																																																																																																																																			
382405	72238	3413071																																																																																																																																																			
302319		1791450																																																																																																																																																			
25971																																																																																																																																																					
15585																																																																																																																																																					
343875																																																																																																																																																					
		362																																																																																																																																																			
343875		3472082																																																																																																																																																			
726280	72238	6885153																																																																																																																																																			
38925		185130																																																																																																																																																			
38925																																																																																																																																																					
39815		125684																																																																																																																																																			
39815																																																																																																																																																					
78740		310814																																																																																																																																																			
78740		310814																																																																																																																																																			
39636		212143																																																																																																																																																			
39636																																																																																																																																																					
39329		98553																																																																																																																																																			
39329																																																																																																																																																					
78965		310696																																																																																																																																																			
157705		621510																																																																																																																																																			
38730		173430																																																																																																																																																			
38730																																																																																																																																																					
18659		116235																																																																																																																																																			
11972																																																																																																																																																					
30631																																																																																																																																																					
		198																																																																																																																																																			
69361		289863																																																																																																																																																			
63796		227102																																																																																																																																																			
63796																																																																																																																																																					
20979		89598																																																																																																																																																			
11124																																																																																																																																																					
32103																																																																																																																																																					
		60																																																																																																																																																			
95899		316760																																																																																																																																																			
48482		197290																																																																																																																																																			
48482																																																																																																																																																					
38851		119448																																																																																																																																																			
38851																																																																																																																																																					
87333		316738																																																																																																																																																			
65979		167807																																																																																																																																																			
65979																																																																																																																																																					
37742		118538																																																																																																																																																			
37742																																																																																																																																																					
103721		286345																																																																																																																																																			
59083		196649																																																																																																																																																			
59083																																																																																																																																																					
39089		96656																																																																																																																																																			
39089																																																																																																																																																					
98172		293305																																																																																																																																																			
73405		223844																																																																																																																																																			
15054																																																																																																																																																					
88459																																																																																																																																																					
		145																																																																																																																																																			
88459		223989																																																																																																																																																			
57445		186534																																																																																																																																																			
57445																																																																																																																																																					
41476		100617																																																																																																																																																			
41476																																																																																																																																																					
98921		287151																																																																																																																																																			
55149		201675																																																																																																																																																			
55149																																																																																																																																																					
31435		90574																																																																																																																																																			
31435																																																																																																																																																					
86584		292249																																																																																																																																																			
58053		205149																																																																																																																																																			
58053																																																																																																																																																					
11908		95983																																																																																																																																																			
4522																																																																																																																																																					
1278																																																																																																																																																					
17708																																																																																																																																																					
75761		301132																																																																																																																																																			
74692		172406																																																																																																																																																			
12639																																																																																																																																																					
87331																																																																																																																																																					
8548		96463																																																																																																																																																			
4336																																																																																																																																																					
3959																																																																																																																																																					
3620																																																																																																																																																					
20463																																																																																																																																																					
		18343																																																																																																																																																			
107794		287212																																																																																																																																																			
87275		222371																																																																																																																																																			
87275																																																																																																																																																					
87275		222371																																																																																																																																																			
47446		198912																																																																																																																																																			
